Date,Open,High,Low,Close,Adj_Close,Volume
2014-07-02,9913.0,9936.389648,9890.110352,9911.269531,9911.269531,70229500.0
2014-07-03,9910.469727,10032.280273,9907.009766,10029.429688,10029.429688,78288000.0
2014-07-04,10028.709961,10030.80957,10007.400391,10009.080078,10009.080078,52046500.0
2014-07-07,9992.129883,10015.360352,9905.599609,9906.070313,9906.070313,60506300.0
2014-07-08,9918.269531,9920.780273,9772.139648,9772.669922,9772.669922,85865100.0
2014-07-09,9789.049805,9817.469727,9752.790039,9808.200195,9808.200195,73589700.0
2014-07-10,9807.25,9807.25,9617.589844,9659.129883,9659.129883,96879100.0
2014-07-11,9672.169922,9708.429688,9623.360352,9666.339844,9666.339844,62278400.0
2014-07-14,9710.919922,9793.780273,9693.889648,9783.009766,9783.009766,56259600.0
2014-07-15,9764.69043,9788.709961,9711.860352,9719.410156,9719.410156,72125500.0
2014-07-16,9747.879883,9871.580078,9747.519531,9859.269531,9859.269531,69460000.0
2014-07-17,9819.450195,9845.849609,9743.620117,9753.879883,9753.879883,76538100.0
2014-07-18,9703.669922,9721.080078,9655.509766,9720.019531,9720.019531,118113800.0
2014-07-21,9711.679688,9717.700195,9597.620117,9612.049805,9612.049805,65236500.0
2014-07-22,9682.209961,9735.709961,9647.740234,9734.330078,9734.330078,62368600.0
2014-07-23,9727.429688,9802.05957,9723.980469,9753.55957,9753.55957,64736900.0
2014-07-24,9772.150391,9810.469727,9674.679688,9794.05957,9794.05957,70366600.0
2014-07-25,9770.240234,9794.849609,9620.580078,9644.009766,9644.009766,73401600.0
2014-07-28,9660.709961,9665.049805,9527.589844,9598.169922,9598.169922,71997100.0
2014-07-29,9607.099609,9692.330078,9573.480469,9653.629883,9653.629883,66002300.0
2014-07-30,9646.429688,9704.009766,9572.900391,9593.679688,9593.679688,79991300.0
2014-07-31,9576.160156,9582.740234,9395.349609,9407.480469,9407.480469,131077400.0
2014-08-01,9379.740234,9394.480469,9185.410156,9210.080078,9210.080078,141582500.0
2014-08-04,9222.049805,9243.230469,9130.339844,9154.139648,9154.139648,85304300.0
2014-08-05,9186.030273,9237.139648,9152.379883,9189.740234,9189.740234,80560700.0
2014-08-06,9084.519531,9166.209961,9030.719727,9130.040039,9130.040039,98898300.0
2014-08-07,9081.290039,9166.040039,9025.820313,9038.969727,9038.969727,97954700.0
2014-08-08,8928.19043,9061.0,8903.490234,9009.320313,9009.320313,102515800.0
2014-08-11,9106.669922,9199.0,9089.30957,9180.740234,9180.740234,81228900.0
2014-08-12,9166.919922,9171.94043,9050.0,9069.469727,9069.469727,74774600.0
2014-08-13,9133.839844,9213.610352,9118.150391,9198.879883,9198.879883,82251600.0
2014-08-14,9161.80957,9265.919922,9149.410156,9225.099609,9225.099609,80394300.0
2014-08-15,9239.0,9324.570313,9067.580078,9092.599609,9092.599609,110261800.0
2014-08-18,9220.990234,9261.650391,9195.110352,9245.330078,9245.330078,63822100.0
2014-08-19,9276.19043,9350.269531,9276.179688,9334.280273,9334.280273,57793200.0
2014-08-20,9329.889648,9333.679688,9247.839844,9314.570313,9314.570313,63229700.0
2014-08-21,9328.709961,9405.929688,9278.860352,9401.530273,9401.530273,67874900.0
2014-08-22,9390.290039,9414.389648,9291.929688,9339.169922,9339.169922,70036600.0
2014-08-25,9456.669922,9510.139648,9424.110352,9510.139648,9510.139648,53554100.0
2014-08-26,9481.55957,9591.719727,9446.370117,9588.150391,9588.150391,66737100.0
2014-08-27,9583.980469,9600.849609,9546.549805,9569.709961,9569.709961,69031300.0
2014-08-28,9545.209961,9546.80957,9417.160156,9462.55957,9462.55957,72124500.0
2014-08-29,9483.419922,9517.950195,9369.400391,9470.169922,9470.169922,68471200.0
2014-09-01,9484.530273,9500.200195,9424.780273,9479.030273,9479.030273,43071900.0
2014-09-02,9525.150391,9578.5,9485.240234,9507.019531,9507.019531,55157400.0
2014-09-03,9541.019531,9683.099609,9528.719727,9626.490234,9626.490234,90121000.0
2014-09-04,9591.429688,9732.780273,9539.919922,9724.259766,9724.259766,106652400.0
2014-09-05,9714.240234,9774.650391,9691.44043,9747.019531,9747.019531,77345000.0
2014-09-08,9767.900391,9773.700195,9721.709961,9758.030273,9758.030273,53013300.0
2014-09-09,9737.55957,9769.209961,9695.44043,9710.700195,9710.700195,57197900.0
2014-09-10,9672.450195,9723.080078,9635.5,9700.169922,9700.169922,62415400.0
2014-09-11,9729.889648,9732.830078,9630.669922,9691.280273,9691.280273,62050300.0
2014-09-12,9706.589844,9706.589844,9617.700195,9651.129883,9651.129883,52625100.0
2014-09-15,9603.969727,9682.459961,9600.150391,9659.629883,9659.629883,55750900.0
2014-09-16,9644.280273,9644.879883,9588.650391,9632.929688,9632.929688,62265100.0
2014-09-17,9672.980469,9695.44043,9649.990234,9661.5,9661.5,67216900.0
2014-09-18,9703.099609,9798.129883,9686.429688,9798.129883,9798.129883,81235700.0
2014-09-19,9849.429688,9891.200195,9799.240234,9799.259766,9799.259766,195350400.0
2014-09-22,9748.530273,9812.769531,9735.69043,9749.540039,9749.540039,73981000.0
2014-09-23,9713.400391,9719.660156,9589.030273,9595.030273,9595.030273,88196000.0
2014-09-24,9598.769531,9669.450195,9534.769531,9661.969727,9661.969727,85850600.0
2014-09-25,9644.360352,9718.110352,9482.540039,9510.009766,9510.009766,97697000.0
2014-09-26,9500.549805,9545.339844,9454.879883,9490.549805,9490.549805,83499600.0
2014-09-29,9495.580078,9504.980469,9369.620117,9422.910156,9422.910156,77424800.0
2014-09-30,9446.80957,9495.0,9404.889648,9474.299805,9474.299805,89859600.0
2014-10-01,9454.040039,9520.969727,9357.549805,9382.030273,9382.030273,83526600.0
2014-10-02,9363.280273,9412.620117,9195.679688,9195.679688,9195.679688,122375300.0
2014-10-06,9341.049805,9343.650391,9185.860352,9209.509766,9209.509766,103676300.0
2014-10-07,9164.769531,9170.240234,9080.349609,9086.209961,9086.209961,105001700.0
2014-10-08,9027.900391,9064.879883,8960.429688,8995.330078,8995.330078,112047000.0
2014-10-09,9082.660156,9140.290039,8975.05957,9005.019531,9005.019531,104101300.0
2014-10-10,8924.580078,8958.660156,8788.209961,8788.80957,8788.80957,162566100.0
2014-10-13,8703.849609,8872.400391,8699.599609,8812.429688,8812.429688,112875000.0
2014-10-14,8765.360352,8854.389648,8701.44043,8825.209961,8825.209961,116078300.0
2014-10-15,8838.679688,8847.849609,8555.730469,8571.950195,8571.950195,153532200.0
2014-10-16,8623.280273,8662.860352,8354.969727,8582.900391,8582.900391,224468500.0
2014-10-17,8629.160156,8850.269531,8588.419922,8850.269531,8850.269531,181971200.0
2014-10-20,8819.259766,8834.730469,8682.589844,8717.759766,8717.759766,103016000.0
2014-10-21,8693.05957,8889.780273,8644.709961,8886.959961,8886.959961,118317300.0
2014-10-22,8934.540039,8957.160156,8861.44043,8940.139648,8940.139648,97874300.0
2014-10-23,8873.540039,9068.120117,8820.889648,9047.30957,9047.30957,108376900.0
2014-10-24,9008.599609,9044.849609,8955.589844,8987.799805,8987.799805,98966500.0
2014-10-27,9080.799805,9085.639648,8837.660156,8902.610352,8902.610352,111764500.0
2014-10-28,8983.05957,9077.889648,8968.589844,9068.19043,9068.19043,78580500.0
2014-10-29,9139.0,9157.629883,9072.639648,9082.80957,9082.80957,89708100.0
2014-10-30,9091.129883,9146.950195,8899.900391,9114.839844,9114.839844,119733200.0
2014-10-31,9283.400391,9339.330078,9217.0,9326.870117,9326.870117,123211200.0
2014-11-03,9305.730469,9343.639648,9236.179688,9251.700195,9251.700195,79777600.0
2014-11-04,9244.089844,9317.919922,9148.780273,9166.469727,9166.469727,90365900.0
2014-11-05,9238.070313,9329.070313,9226.339844,9315.480469,9315.480469,81034800.0
2014-11-06,9284.969727,9467.360352,9268.629883,9377.410156,9377.410156,124002400.0
2014-11-07,9406.160156,9414.320313,9239.110352,9291.830078,9291.830078,104437000.0
2014-11-10,9233.870117,9351.870117,9222.570313,9351.870117,9351.870117,71162800.0
2014-11-11,9374.360352,9400.900391,9324.769531,9369.030273,9369.030273,79810300.0
2014-11-12,9339.679688,9359.370117,9189.629883,9210.959961,9210.959961,93733900.0
2014-11-13,9260.530273,9311.0,9170.280273,9248.509766,9248.509766,82312000.0
2014-11-14,9272.360352,9284.129883,9184.459961,9252.94043,9252.94043,76730500.0
2014-11-17,9162.269531,9331.320313,9161.599609,9306.349609,9306.349609,72034400.0
2014-11-18,9323.75,9461.530273,9323.519531,9456.530273,9456.530273,73982400.0
2014-11-19,9462.049805,9521.730469,9439.160156,9472.799805,9472.799805,73153500.0
2014-11-20,9460.400391,9487.69043,9382.230469,9483.969727,9483.969727,82097800.0
2014-11-21,9521.240234,9736.139648,9508.169922,9732.549805,9732.549805,166634400.0
2014-11-24,9722.30957,9832.410156,9711.769531,9785.540039,9785.540039,97612300.0
2014-11-25,9790.030273,9921.459961,9787.259766,9861.209961,9861.209961,117773900.0
2014-11-26,9894.599609,9942.669922,9868.349609,9915.55957,9915.55957,89124300.0
2014-11-27,9934.780273,9992.669922,9920.860352,9974.870117,9974.870117,84700200.0
2014-11-28,9990.700195,9990.700195,9902.400391,9980.849609,9980.849609,98906800.0
2014-12-01,9915.740234,9979.080078,9906.419922,9963.509766,9963.509766,97092800.0
2014-12-02,9983.790039,10038.209961,9910.209961,9934.080078,9934.080078,86630800.0
2014-12-03,9978.889648,9993.849609,9930.530273,9971.790039,9971.790039,83605000.0
2014-12-04,9998.849609,10083.740234,9835.419922,9851.349609,9851.349609,119705200.0
2014-12-05,9931.959961,10093.030273,9929.469727,10087.120117,10087.120117,93445100.0
2014-12-08,10060.910156,10084.950195,10014.990234,10014.990234,10014.990234,68931200.0
2014-12-09,9904.580078,9951.660156,9786.379883,9793.709961,9793.709961,110063600.0
2014-12-10,9859.780273,9909.389648,9775.389648,9799.730469,9799.730469,88531300.0
2014-12-11,9770.660156,9907.820313,9763.410156,9862.530273,9862.530273,98963300.0
2014-12-12,9794.200195,9799.650391,9586.219727,9594.730469,9594.730469,94544800.0
2014-12-15,9599.820313,9678.259766,9330.990234,9334.009766,9334.009766,112718700.0
2014-12-16,9366.55957,9567.089844,9219.049805,9563.889648,9563.889648,171052400.0
2014-12-17,9455.740234,9589.25,9429.400391,9544.429688,9544.429688,102078900.0
2014-12-18,9711.610352,9811.05957,9671.179688,9811.05957,9811.05957,121015600.0
2014-12-19,9901.259766,9901.259766,9688.660156,9786.959961,9786.959961,173452900.0
2014-12-22,9827.259766,9924.009766,9826.549805,9865.759766,9865.759766,61833300.0
2014-12-23,9887.240234,9922.110352,9848.05957,9922.110352,9922.110352,47508200.0
2014-12-29,9914.870117,9927.849609,9775.450195,9927.129883,9927.129883,47150800.0
2014-12-30,9883.099609,9886.780273,9805.549805,9805.549805,9805.549805,34753300.0
2015-01-02,9869.129883,9879.530273,9687.259766,9764.730469,9764.730469,67673900.0
2015-01-05,9735.650391,9790.269531,9468.580078,9473.160156,9473.160156,105538300.0
2015-01-06,9484.25,9624.650391,9382.820313,9469.660156,9469.660156,96812300.0
2015-01-07,9510.339844,9592.370117,9459.179688,9518.179688,9518.179688,82466600.0
2015-01-08,9643.769531,9855.429688,9607.900391,9837.610352,9837.610352,114825000.0
2015-01-09,9813.990234,9860.179688,9601.75,9648.5,9648.5,107473400.0
2015-01-12,9697.459961,9815.959961,9622.320313,9781.900391,9781.900391,101315800.0
2015-01-13,9759.570313,9978.94043,9755.019531,9941.0,9941.0,116360600.0
2015-01-14,9810.700195,9962.980469,9768.099609,9817.080078,9817.080078,121316800.0
2015-01-15,9933.450195,10063.179688,9637.330078,10032.610352,10032.610352,147822300.0
2015-01-16,9985.509766,10207.969727,9940.639648,10167.769531,10167.769531,141081500.0
2015-01-19,10231.580078,10293.040039,10191.980469,10242.349609,10242.349609,80650300.0
2015-01-20,10278.549805,10298.419922,10211.389648,10257.129883,10257.129883,109024400.0
2015-01-21,10270.330078,10311.900391,10149.769531,10299.230469,10299.230469,116237900.0
2015-01-22,10300.259766,10454.049805,10228.530273,10435.620117,10435.620117,151255800.0
2015-01-23,10503.330078,10704.320313,10502.849609,10649.580078,10649.580078,167797300.0
2015-01-26,10592.969727,10807.570313,10589.070313,10798.330078,10798.330078,105118600.0
2015-01-27,10785.900391,10810.570313,10592.459961,10628.580078,10628.580078,115893500.0
2015-01-28,10719.400391,10728.830078,10552.759766,10710.969727,10710.969727,113074200.0
2015-01-29,10666.429688,10743.570313,10607.719727,10737.870117,10737.870117,100310000.0
2015-01-30,10801.379883,10804.040039,10642.589844,10694.320313,10694.320313,108714500.0
2015-02-02,10719.179688,10828.009766,10677.389648,10828.009766,10828.009766,100490400.0
2015-02-03,10867.610352,10984.69043,10860.030273,10890.950195,10890.950195,134336000.0
2015-02-04,10892.5,10912.240234,10803.099609,10911.320313,10911.320313,98694500.0
2015-02-05,10840.790039,10926.730469,10822.75,10905.410156,10905.410156,87662700.0
2015-02-06,10866.200195,10877.669922,10802.889648,10846.389648,10846.389648,78680500.0
2015-02-09,10765.209961,10767.219727,10614.120117,10663.509766,10663.509766,102797300.0
2015-02-10,10675.589844,10797.459961,10594.320313,10753.830078,10753.830078,93678100.0
2015-02-11,10765.0,10791.589844,10696.780273,10752.110352,10752.110352,69851700.0
2015-02-12,10746.910156,10955.450195,10746.910156,10919.650391,10919.650391,107103000.0
2015-02-13,10952.389648,11013.849609,10948.490234,10963.400391,10963.400391,99482300.0
2015-02-16,10946.879883,10963.490234,10909.490234,10923.230469,10923.230469,61995500.0
2015-02-17,10847.730469,10921.259766,10765.019531,10895.620117,10895.620117,77400400.0
2015-02-18,10931.719727,10980.980469,10909.599609,10961.0,10961.0,70942100.0
2015-02-19,10932.490234,11022.259766,10874.969727,11001.94043,11001.94043,87999500.0
2015-02-20,10976.769531,11081.80957,10946.900391,11050.639648,11050.639648,136029000.0
2015-02-23,11150.469727,11158.549805,11069.769531,11130.919922,11130.919922,76625500.0
2015-02-24,11128.169922,11228.370117,11090.730469,11205.740234,11205.740234,82593800.0
2015-02-25,11208.269531,11225.599609,11174.780273,11210.269531,11210.269531,80915300.0
2015-02-26,11206.660156,11330.629883,11187.0,11327.19043,11327.19043,85073000.0
2015-02-27,11337.110352,11401.660156,11301.339844,11401.660156,11401.660156,94058100.0
2015-03-02,11408.280273,11455.080078,11362.879883,11410.360352,11410.360352,80280900.0
2015-03-03,11424.669922,11465.230469,11280.360352,11280.360352,11280.360352,84804300.0
2015-03-04,11317.240234,11390.379883,11193.299805,11390.379883,11390.379883,79990900.0
2015-03-05,11427.639648,11532.820313,11409.049805,11504.009766,11504.009766,83133300.0
2015-03-06,11513.889648,11600.370117,11495.200195,11550.969727,11550.969727,83005800.0
2015-03-09,11510.349609,11586.94043,11461.860352,11582.110352,11582.110352,70116300.0
2015-03-10,11555.969727,11577.75,11402.669922,11500.379883,11500.379883,93041600.0
2015-03-11,11531.549805,11822.530273,11531.549805,11805.990234,11805.990234,107890400.0
2015-03-12,11795.910156,11830.139648,11754.900391,11799.389648,11799.389648,119851500.0
2015-03-13,11845.900391,11903.330078,11744.929688,11901.610352,11901.610352,104888400.0
2015-03-16,11955.820313,12219.049805,11955.330078,12167.719727,12167.719727,112369900.0
2015-03-17,12163.080078,12195.580078,11930.540039,11980.849609,11980.849609,104121300.0
2015-03-18,12002.240234,12017.910156,11814.480469,11922.769531,11922.769531,114361600.0
2015-03-19,11897.480469,12001.129883,11787.299805,11899.400391,11899.400391,110433600.0
2015-03-20,11942.160156,12087.610352,11926.860352,12039.370117,12039.370117,181425200.0
2015-03-23,11984.790039,11985.110352,11858.099609,11895.839844,11895.839844,88385400.0
2015-03-24,11821.209961,12030.589844,11797.669922,12005.69043,12005.69043,104205600.0
2015-03-25,11995.089844,12022.839844,11858.230469,11865.320313,11865.320313,84585800.0
2015-03-26,11736.339844,11849.389648,11619.719727,11843.679688,11843.679688,120047400.0
2015-03-27,11920.219727,11954.089844,11799.030273,11868.330078,11868.330078,88495700.0
2015-03-30,11927.139648,12090.139648,11922.709961,12086.009766,12086.009766,75164200.0
2015-03-31,12054.200195,12119.709961,11943.120117,11966.169922,11966.169922,87376600.0
2015-04-01,11902.919922,12112.980469,11880.19043,12001.379883,12001.379883,93234700.0
2015-04-02,11991.620117,12020.110352,11948.830078,11967.389648,11967.389648,70758500.0
2015-04-07,12057.339844,12149.30957,12035.700195,12123.519531,12123.519531,91113100.0
2015-04-08,12109.849609,12122.320313,12017.799805,12035.860352,12035.860352,72017900.0
2015-04-09,12099.429688,12166.44043,12047.910156,12166.44043,12166.44043,60312600.0
2015-04-10,12226.980469,12390.75,12214.509766,12374.730469,12374.730469,80849100.0
2015-04-13,12357.269531,12388.129883,12326.709961,12338.730469,12338.730469,62629800.0
2015-04-14,12306.360352,12339.80957,12181.200195,12227.599609,12227.599609,73456600.0
2015-04-15,12220.099609,12326.139648,12214.80957,12231.339844,12231.339844,69854000.0
2015-04-16,12224.759766,12227.589844,11997.75,11998.860352,11998.860352,97991100.0
2015-04-17,11942.360352,12019.75,11674.589844,11688.700195,11688.700195,136933600.0
2015-04-20,11736.400391,11903.700195,11727.019531,11891.910156,11891.910156,73533300.0
2015-04-21,11994.820313,12079.030273,11913.360352,11939.580078,11939.580078,80145600.0
2015-04-22,11984.389648,12041.379883,11787.219727,11867.370117,11867.370117,81502800.0
2015-04-23,11887.139648,11940.209961,11675.580078,11723.580078,11723.580078,89480500.0
2015-04-24,11783.55957,11881.049805,11711.099609,11810.849609,11810.849609,84712000.0
2015-04-27,11881.25,12050.709961,11729.040039,12039.160156,12039.160156,103024800.0
2015-04-28,12035.55957,12047.379883,11743.780273,11811.660156,11811.660156,125624200.0
2015-04-29,11864.400391,11885.049805,11410.540039,11432.719727,11432.719727,134679800.0
2015-04-30,11440.790039,11570.639648,11331.370117,11454.379883,11454.379883,126690900.0
2015-05-04,11506.839844,11656.889648,11411.769531,11619.849609,11619.849609,80328700.0
2015-05-05,11576.120117,11751.219727,11322.620117,11327.679688,11327.679688,121580000.0
2015-05-06,11377.580078,11457.929688,11239.860352,11350.150391,11350.150391,101726700.0
2015-05-07,11265.129883,11437.570313,11167.549805,11407.969727,11407.969727,119253400.0
2015-05-08,11483.070313,11710.410156,11415.290039,11709.730469,11709.730469,111159500.0
2015-05-11,11674.519531,11702.129883,11622.019531,11673.349609,11673.349609,73175600.0
2015-05-12,11557.969727,11565.200195,11377.349609,11472.410156,11472.410156,104691800.0
2015-05-13,11532.969727,11596.469727,11301.629883,11351.459961,11351.459961,108123400.0
2015-05-14,11299.19043,11579.799805,11218.540039,11559.820313,11559.820313,72926200.0
